,Cycle,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure7,SensorMeasure8,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure15,SensorMeasure17,SensorMeasure20,SensorMeasure21,labels
3077,117,604.6,1494.98,1294.66,395.43,2318.83,45.29,373.44,2388.02,8.6115,368,28.94,17.2725,0
3078,118,642.65,1587.04,1398.57,556.28,2388.05,47.21,524.22,2388.05,8.3758,393,39.14,23.5915,0
3079,119,548.82,1352.67,1117.63,138.9,2211.97,41.92,131.04,2388.06,9.3078,330,10.55,6.3019,0
3080,120,604.45,1498.46,1297.49,396.2,2318.84,45.18,372.54,2388.08,8.5747,369,28.95,17.295,0
3081,121,641.97,1586.42,1401.11,555.36,2388.02,47.27,523.16,2388.02,8.3418,390,39.01,23.4886,0
3082,122,536.69,1255.17,1046.22,175.93,1915.44,36.44,165.44,2028.28,10.8251,306,14.46,8.6327,0
3083,123,555.14,1359.07,1121.94,195.41,2222.95,41.68,183.01,2388.07,9.2593,333,14.9,8.96,0
3084,124,604.41,1495.71,1295.62,395.72,2318.86,45.09,373.7,2388.03,8.5796,369,28.62,17.1356,0
3085,125,549.23,1350.71,1120.48,139.18,2212.02,41.81,130.78,2388.11,9.3044,330,10.82,6.4231,0
3086,126,548.99,1346.32,1120.32,139.6,2212.03,41.52,131.2,2388.1,9.2597,330,10.6,6.5017,0
3087,127,548.44,1354.22,1117.45,139.26,2211.96,41.89,131.01,2388.03,9.325,329,10.56,6.3803,0
3088,128,548.93,1352.68,1118.05,139.12,2212.01,41.87,130.86,2388.1,9.2731,329,10.58,6.3623,0
3089,129,642.38,1587.82,1399.67,555.46,2388.07,47.18,523.7,2388.01,8.3528,391,39.22,23.4722,0
3090,130,642.21,1585.38,1401.79,556.37,2388.08,47.26,524.68,2388.07,8.3672,392,39.14,23.4604,0
3091,131,606.46,1477.11,1242.81,335.64,2323.93,44.17,316.1,2388.01,9.1216,365,24.53,14.8521,0
3092,132,604.16,1496.65,1307.28,396.35,2318.89,45.28,373.35,2388.04,8.5929,368,28.82,17.2258,0
3093,133,536.79,1264.75,1048.47,176.14,1915.35,36.53,164.99,2028.23,10.8133,306,14.24,8.6904,0
3094,134,555.03,1367.15,1128.84,196.12,2223.01,41.83,183.69,2388.12,9.2797,334,14.96,8.9395,0
3095,135,604.34,1497.76,1303.63,395.55,2318.85,45.24,373.02,2388.08,8.6129,367,28.67,17.2055,0
3096,136,536.94,1261.04,1054.58,176.09,1915.37,36.63,165.42,2028.26,10.8089,308,14.37,8.5877,0
3097,137,536.91,1253.23,1043.68,175.4,1915.38,36.45,165.16,2028.3,10.7799,306,14.07,8.5963,0
3098,138,642.06,1588.42,1398.42,556.31,2388.06,47.31,524.4,2388.08,8.3552,393,39.09,23.6125,0
3099,139,549.56,1343.65,1121.74,139.15,2212.02,41.81,131.26,2388.1,9.3141,330,10.57,6.3088,0
3100,140,603.4,1496.65,1303.49,395.8,2318.89,45.25,373.36,2388.12,8.6253,369,28.64,17.2768,0
3101,141,555.33,1365.84,1122.11,195.22,2223.02,41.64,183.58,2388.16,9.2258,334,14.93,8.9236,0
3102,142,536.54,1256.36,1042.07,175.82,1915.44,36.52,165.65,2028.27,10.8361,305,14.36,8.739,0
3103,143,549.53,1344.99,1116.75,139.02,2212.0,41.9,131.38,2388.04,9.3016,330,10.52,6.3657,0
3104,144,604.33,1491.94,1299.52,395.77,2318.89,45.2,373.23,2388.03,8.6037,370,28.62,17.2503,0
3105,145,554.96,1363.97,1123.53,195.29,2223.04,41.68,184.11,2388.12,9.2572,333,14.89,8.9906,0
3106,146,641.85,1586.24,1397.48,556.42,2388.09,47.23,523.7,2388.06,8.3651,390,39.04,23.4851,0
3107,147,555.55,1366.7,1128.68,195.19,2223.04,41.75,184.36,2388.14,9.2613,334,14.89,9.0284,0
3108,148,536.69,1254.43,1031.75,176.59,1915.42,36.48,165.18,2028.28,10.8139,306,14.36,8.5396,0
3109,149,536.77,1256.45,1039.19,176.23,1915.4,36.41,165.36,2028.26,10.8083,306,14.25,8.6359,0
3110,150,604.59,1494.47,1294.07,396.42,2318.85,45.07,373.3,2388.1,8.5781,368,28.81,17.1813,0
3111,151,549.19,1355.0,1114.25,139.22,2212.02,41.91,131.05,2388.17,9.3088,329,10.63,6.4475,0
3112,152,606.9,1482.18,1242.33,335.34,2323.92,44.1,316.67,2388.08,9.1737,363,24.71,14.7632,0
3113,153,607.3,1477.65,1242.84,335.53,2323.97,44.0,316.5,2387.99,9.1742,364,24.48,14.7885,0
3114,154,642.32,1580.89,1395.36,556.84,2388.08,47.19,524.44,2388.02,8.3443,391,39.06,23.4445,0
3115,155,607.15,1479.92,1241.11,335.89,2323.88,44.26,315.83,2388.09,9.1414,364,24.58,14.6629,0
3116,156,549.05,1350.87,1113.51,139.0,2212.06,41.93,130.57,2388.15,9.3207,329,10.64,6.5087,0
3117,157,549.15,1351.74,1121.61,139.83,2212.04,41.97,131.13,2388.11,9.2899,327,10.7,6.4487,0
3118,158,555.03,1356.0,1126.03,195.26,2223.02,42.02,184.38,2388.15,9.2365,333,15.05,9.0028,0
3119,159,604.67,1494.68,1306.24,396.64,2318.89,45.19,372.92,2388.07,8.5474,368,28.74,17.1288,0
3120,160,604.49,1496.1,1302.27,396.36,2318.87,45.31,373.27,2388.06,8.5653,368,28.89,17.3418,0
3121,161,548.99,1349.95,1121.68,139.04,2212.03,41.92,131.15,2388.11,9.3287,331,10.62,6.3864,0
3122,162,606.82,1479.21,1248.98,335.76,2323.96,44.14,315.78,2388.08,9.1366,365,24.65,14.8794,0
3123,163,604.27,1500.63,1293.0,396.56,2318.86,45.18,373.01,2388.1,8.5866,368,28.66,17.2403,0
3124,164,536.27,1256.28,1045.7,176.38,1915.4,36.5,165.36,2028.31,10.8112,305,14.46,8.5595,0
3125,165,536.69,1262.44,1042.29,175.8,1915.38,36.55,165.36,2028.33,10.8442,306,14.46,8.7607,0
3126,166,604.64,1496.48,1295.87,396.56,2318.95,45.34,373.57,2388.08,8.5967,369,28.82,17.2568,0
3127,167,548.92,1354.81,1122.24,138.65,2212.01,41.91,131.04,2388.09,9.2596,330,10.7,6.3186,0
3128,168,604.14,1503.93,1303.36,396.48,2318.89,45.26,373.26,2388.12,8.5614,369,29.05,17.357,0
3129,169,642.61,1589.29,1395.41,556.94,2388.06,47.04,523.88,2388.04,8.3752,392,38.98,23.4436,0
3130,170,607.22,1480.96,1249.15,336.22,2323.97,44.39,316.23,2388.13,9.1349,364,24.67,14.6432,0
3131,171,642.81,1588.4,1399.96,556.84,2388.05,47.33,524.52,2388.03,8.3637,393,39.32,23.3755,0
3132,172,536.48,1262.21,1044.39,176.95,1915.4,36.57,165.41,2028.35,10.8077,305,14.39,8.5193,0
3133,173,537.25,1256.99,1040.02,175.61,1915.32,36.59,165.58,2028.33,10.8121,305,14.38,8.5936,0
3134,174,548.63,1355.16,1119.13,139.8,2212.01,41.87,131.27,2388.1,9.2277,331,10.77,6.4607,0
3135,175,549.31,1354.95,1117.16,139.57,2212.05,41.78,131.06,2388.12,9.2997,329,10.67,6.3911,0
3136,176,607.26,1481.81,1240.53,335.47,2323.99,44.42,316.26,2388.07,9.1779,364,24.66,14.8229,0
3137,177,607.45,1476.97,1248.6,335.54,2323.94,44.19,315.95,2388.07,9.131,365,24.58,14.8827,0
3138,178,548.91,1354.76,1114.3,139.31,2212.03,42.0,131.49,2388.12,9.2641,330,10.72,6.2391,0
3139,179,549.02,1340.87,1120.86,138.64,2212.0,41.92,131.2,2388.12,9.278,330,10.7,6.369,0
3140,180,536.49,1257.98,1042.22,175.92,1915.44,36.64,165.24,2028.32,10.804,305,14.27,8.5726,0
3141,181,555.92,1371.21,1124.87,195.61,2223.06,41.54,183.81,2388.09,9.241,331,14.99,8.9833,0
3142,182,606.82,1481.44,1238.28,336.45,2323.89,44.32,315.77,2388.05,9.1696,363,24.56,14.7496,0
3143,183,536.22,1257.68,1044.16,175.47,1915.42,36.55,165.3,2028.29,10.8036,306,14.37,8.6628,0
3144,184,536.37,1265.74,1046.82,176.42,1915.43,36.4,165.12,2028.32,10.848,308,14.18,8.6649,0
3145,185,555.09,1358.24,1117.27,195.26,2223.02,41.66,184.07,2388.08,9.2218,333,14.97,8.9753,0
3146,186,554.94,1361.04,1122.12,195.98,2223.02,41.78,184.45,2388.15,9.2483,333,14.97,8.9253,0
3147,187,549.38,1340.05,1120.23,138.47,2211.99,41.89,131.26,2388.09,9.297,331,10.55,6.4866,0
3148,188,554.55,1356.95,1129.31,195.31,2223.04,41.95,183.73,2388.18,9.2277,333,15.07,9.0227,0
3149,189,555.5,1360.46,1126.09,196.16,2223.04,41.73,184.17,2388.15,9.2501,333,14.89,8.8788,0
3150,190,604.25,1500.63,1303.0,397.18,2318.96,45.06,373.59,2388.12,8.5776,369,28.75,17.214,0
3151,191,549.33,1359.93,1127.67,140.31,2212.08,42.05,131.56,2388.17,9.2574,330,10.58,6.4736,0
3152,192,555.17,1366.39,1129.77,194.48,2223.05,41.85,184.02,2388.19,9.2544,332,14.96,8.9651,0
3153,193,555.81,1358.7,1121.21,195.51,2223.03,41.81,184.04,2388.2,9.2582,334,15.12,8.9623,0
3154,194,537.03,1253.08,1040.78,175.71,1915.4,36.68,165.68,2028.32,10.7901,307,14.35,8.6226,0
3155,195,604.01,1498.28,1306.86,395.98,2318.92,45.39,373.4,2388.18,8.5708,369,28.76,17.2109,0
3156,196,604.67,1496.12,1301.65,396.69,2318.89,45.24,373.36,2388.06,8.574,369,28.72,17.2903,0
3157,197,549.2,1354.34,1118.68,138.9,2212.0,41.89,131.55,2388.15,9.2706,330,10.49,6.41,0
3158,198,536.64,1261.77,1041.34,175.97,1915.46,36.38,165.85,2028.31,10.8056,307,14.38,8.5055,0
3159,199,549.61,1347.32,1125.48,139.2,2212.1,41.79,131.53,2388.12,9.2755,330,10.59,6.434,0
3160,200,604.1,1499.92,1299.62,396.57,2318.94,45.25,373.64,2388.15,8.5863,368,28.73,17.2439,0
3161,201,607.11,1482.81,1245.86,336.45,2323.95,44.35,316.65,2388.12,9.1259,366,24.72,14.8215,0
3162,202,642.38,1581.6,1397.3,557.7,2388.09,47.24,525.63,2388.11,8.3467,392,39.09,23.4657,0
3163,203,549.41,1349.66,1119.52,139.66,2212.0,41.95,131.47,2388.15,9.2726,331,10.62,6.3584,0
3164,204,536.55,1258.11,1047.66,176.2,1915.38,36.68,165.67,2028.31,10.7992,308,14.41,8.6065,0
3165,205,549.03,1348.78,1121.48,138.5,2212.03,41.89,131.16,2388.11,9.3038,331,10.73,6.3752,0
3166,206,536.33,1250.21,1037.71,176.13,1915.43,36.6,165.61,2028.3,10.7623,306,14.47,8.6649,0
3167,207,604.79,1495.06,1303.57,396.19,2318.92,45.11,373.68,2388.19,8.6008,369,28.81,17.2218,0
3168,208,641.94,1585.15,1394.98,557.91,2388.08,47.45,525.31,2388.04,8.3773,391,39.1,23.5939,0
3169,209,607.16,1486.17,1241.13,336.45,2323.98,44.22,316.55,2388.11,9.1471,361,24.79,14.7668,0
3170,210,536.41,1263.23,1041.18,176.1,1915.42,36.45,164.87,2028.35,10.7803,307,14.32,8.6316,0
3171,211,549.28,1349.58,1118.33,139.79,2212.06,42.03,131.08,2388.11,9.279,330,10.65,6.4021,1
3172,212,642.06,1584.88,1402.45,557.72,2388.11,47.46,525.47,2388.13,8.3475,392,39.16,23.4814,1
3173,213,536.53,1252.85,1044.33,176.99,1915.42,36.61,165.26,2028.38,10.8037,306,14.39,8.727,1
3174,214,549.46,1356.87,1117.27,139.75,2212.06,42.03,130.47,2388.16,9.2584,328,10.54,6.3889,1
3175,215,641.76,1585.64,1407.57,557.38,2388.09,47.34,525.81,2388.11,8.3509,391,39.03,23.4516,1
3176,216,549.07,1350.91,1123.06,138.74,2212.02,41.95,131.17,2388.12,9.2863,330,10.69,6.3444,1
3177,217,536.55,1261.93,1040.04,177.3,1915.44,36.59,165.51,2028.36,10.7996,307,14.23,8.6667,1
3178,218,606.98,1478.07,1243.1,336.34,2324.03,44.27,316.77,2388.17,9.1716,364,24.67,14.8095,1
3179,219,536.29,1255.5,1047.27,177.06,1915.47,36.58,164.8,2028.35,10.7904,307,14.27,8.6424,1
3180,220,549.05,1347.44,1127.18,139.99,2212.04,41.88,131.92,2388.15,9.2547,329,10.74,6.3846,1
3181,221,555.55,1365.66,1127.8,195.95,2223.09,41.86,184.22,2388.17,9.1975,332,14.91,9.0382,1
3182,222,549.62,1353.37,1127.27,140.18,2212.08,41.86,131.05,2388.18,9.2891,330,10.66,6.4235,1
3183,223,536.96,1255.8,1043.88,176.83,1915.45,36.56,165.17,2028.38,10.7928,306,14.37,8.6134,1
3184,224,536.92,1260.88,1043.72,176.47,1915.5,36.46,165.78,2028.36,10.811,308,14.35,8.6043,1
3185,225,549.55,1347.22,1132.05,139.88,2212.06,41.91,131.63,2388.17,9.269,330,10.84,6.3735,1
3186,226,642.39,1585.78,1404.48,558.3,2388.09,47.23,525.94,2388.09,8.3027,393,39.12,23.5493,1
3187,227,548.76,1345.35,1128.15,139.59,2212.06,41.94,131.86,2388.19,9.3064,331,10.53,6.3999,1
3188,228,549.03,1351.75,1122.86,138.63,2212.09,41.97,131.54,2388.19,9.2844,331,10.59,6.3154,1
3189,229,555.95,1367.22,1129.37,196.96,2223.08,41.8,183.8,2388.2,9.2297,335,15.05,8.9313,1
3190,230,555.44,1361.6,1119.65,196.3,2223.1,41.76,184.29,2388.23,9.2268,333,15.0,8.9428,1
3191,231,642.35,1595.14,1399.13,558.76,2388.13,47.4,526.23,2388.13,8.361,394,39.22,23.5419,1
3192,232,642.29,1587.85,1402.18,558.46,2388.09,47.43,525.93,2388.19,8.3349,393,39.36,23.4622,1
3193,233,607.05,1482.03,1249.57,336.7,2324.08,44.25,317.1,2388.19,9.0955,365,24.84,14.8924,1
3194,234,555.45,1359.07,1127.16,195.96,2223.11,41.93,184.18,2388.24,9.2504,334,14.88,9.026,1
3195,235,642.49,1591.87,1400.29,558.5,2388.12,47.42,526.6,2388.1,8.3107,393,39.07,23.5098,1
3196,236,536.41,1254.45,1037.71,176.73,1915.54,36.61,166.04,2028.39,10.7951,309,14.42,8.6681,1
3197,237,549.52,1346.89,1121.17,139.59,2212.06,41.95,131.94,2388.18,9.2534,329,10.68,6.4023,1
3198,238,555.2,1368.91,1130.04,195.6,2223.12,41.66,184.52,2388.24,9.2728,333,15.19,9.0152,1
3199,239,604.67,1501.58,1296.69,397.91,2318.94,45.42,373.29,2388.21,8.5551,368,28.63,17.2491,1
3200,240,607.57,1482.37,1248.38,336.75,2324.03,44.37,317.04,2388.19,9.1085,364,24.66,14.8318,1
3201,241,642.5,1580.95,1407.69,558.75,2388.09,47.48,526.5,2388.1,8.3308,390,39.26,23.4838,1
3202,242,642.59,1590.05,1405.28,558.03,2388.1,47.49,525.41,2388.11,8.3521,392,39.26,23.5594,1
3203,243,536.84,1260.97,1048.55,176.95,1915.49,36.65,165.92,2028.39,10.8259,308,14.39,8.6039,1
3204,244,642.72,1588.29,1402.07,558.71,2388.18,47.31,526.29,2388.12,8.3647,393,39.24,23.6333,1
3205,245,548.96,1355.21,1131.28,139.61,2212.1,42.04,131.96,2388.2,9.2466,331,10.61,6.4786,1
3206,246,536.53,1253.3,1043.07,176.96,1915.51,36.51,166.17,2028.39,10.7994,308,14.53,8.6665,1
3207,247,536.56,1261.73,1043.42,176.92,1915.49,36.5,165.44,2028.44,10.8096,306,14.59,8.5821,1
3208,1,604.34,1497.99,1302.73,395.58,2318.76,44.99,371.91,2387.95,8.6217,365,28.79,17.2451,0
3209,2,641.5,1584.1,1393.17,554.75,2387.97,47.05,521.97,2387.98,8.4042,391,38.94,23.4773,0
3210,3,555.35,1366.42,1120.34,194.73,2222.85,41.59,182.44,2388.0,9.2779,332,14.95,8.9594,0
3211,4,606.18,1480.8,1241.99,335.26,2323.84,43.87,315.44,2388.0,9.155,362,24.66,14.7839,0
3212,5,549.11,1353.32,1121.83,138.68,2211.92,41.76,130.49,2388.0,9.3399,328,10.83,6.3902,0
3213,6,607.09,1483.4,1240.18,335.08,2323.86,43.95,314.78,2388.0,9.1793,363,24.65,14.7253,0
3214,7,549.04,1346.8,1111.32,138.83,2211.88,41.69,130.91,2388.06,9.3572,328,10.58,6.4971,0
3215,8,642.36,1587.72,1404.74,554.26,2388.0,47.13,522.98,2388.01,8.3919,393,39.21,23.3687,0
3216,9,642.0,1579.26,1405.48,554.89,2388.01,47.01,522.71,2388.01,8.3901,390,39.36,23.537,0
3217,10,549.63,1355.12,1116.85,138.21,2211.92,41.63,130.5,2388.07,9.3475,328,10.59,6.4261,0
3218,11,536.39,1257.09,1037.01,175.38,1915.32,36.32,164.44,2028.16,10.8575,306,14.54,8.6522,0
3219,12,554.96,1359.57,1119.06,194.97,2222.91,41.71,183.69,2387.98,9.2683,332,14.96,9.0418,0
3220,13,549.03,1345.69,1109.26,139.07,2211.85,41.65,130.62,2388.03,9.3152,330,10.69,6.3453,0
3221,14,535.96,1252.79,1035.87,174.73,1915.37,36.52,165.05,2028.21,10.8365,305,14.38,8.5182,0
3222,15,604.26,1497.49,1297.82,394.98,2318.81,45.14,371.77,2388.0,8.6296,367,28.73,17.2271,0
3223,16,604.23,1493.49,1294.5,394.83,2318.71,45.11,371.78,2387.97,8.6015,367,28.53,17.1932,0
3224,17,641.81,1586.44,1392.23,555.09,2388.03,47.09,522.49,2388.02,8.3923,392,39.09,23.3477,0
3225,18,603.92,1489.66,1291.1,394.82,2318.72,45.07,372.25,2387.96,8.6272,369,28.57,17.2818,0
3226,19,536.47,1259.85,1046.83,175.82,1915.31,36.53,165.08,2028.23,10.825,304,14.35,8.634,0
3227,20,642.03,1587.54,1394.9,554.81,2388.04,47.23,522.11,2388.01,8.4052,391,39.07,23.4273,0
3228,21,548.87,1355.52,1112.85,138.76,2211.95,41.7,130.04,2388.06,9.3041,327,10.62,6.3152,0
3229,22,642.02,1580.41,1399.36,553.86,2388.03,47.13,522.28,2387.99,8.381,392,39.12,23.3784,0
3230,23,606.8,1481.02,1242.85,334.92,2323.81,44.05,314.86,2387.93,9.182,362,24.36,14.8159,0
3231,24,555.62,1361.84,1120.05,194.5,2222.88,41.58,183.41,2388.02,9.3045,332,14.87,8.9139,0
3232,1,604.78,1495.49,1312.48,394.1,2318.97,45.7,371.59,2388.18,8.6316,369,28.43,17.2175,0
3233,2,607.95,1485.56,1256.5,333.89,2323.91,44.45,315.31,2388.1,9.2142,365,24.43,14.756,0
3234,3,555.78,1365.37,1129.06,193.48,2222.85,41.98,182.99,2387.89,9.3239,335,14.9,8.8573,0
3235,4,607.94,1480.1,1257.93,334.45,2323.95,44.39,315.06,2388.06,9.2005,365,24.67,14.6454,0
3236,5,555.62,1360.36,1126.31,193.76,2222.77,42.05,183.47,2387.86,9.3516,335,14.79,8.927,0
3237,6,555.61,1374.19,1133.8,194.97,2222.79,42.02,183.07,2387.86,9.339,333,14.8,8.8618,0
3238,7,605.17,1496.58,1307.86,394.61,2318.91,45.36,371.93,2388.09,8.6629,369,28.58,17.0894,0
3239,8,555.86,1362.77,1131.53,194.67,2222.83,41.9,182.56,2387.84,9.3333,333,14.81,8.9399,0
3240,9,536.71,1262.64,1047.94,174.67,1915.17,36.79,164.34,2028.07,10.8812,307,14.11,8.6567,0
3241,10,536.96,1265.92,1047.56,176.22,1915.22,36.89,164.34,2028.08,10.8837,308,14.24,8.5228,0
3242,11,642.45,1587.91,1408.32,553.56,2388.12,47.6,521.22,2388.1,8.4548,393,38.94,23.2824,0
3243,12,607.94,1477.72,1255.91,334.2,2323.97,44.54,314.96,2388.11,9.2152,365,24.42,14.5546,0
3244,13,642.7,1587.84,1412.95,553.31,2388.14,47.49,520.79,2388.09,8.4587,393,38.79,23.2418,0
3245,14,536.48,1265.97,1052.6,175.75,1915.25,36.8,164.47,2028.08,10.8796,307,14.19,8.5237,0
3246,15,555.54,1366.01,1136.83,194.97,2222.83,41.94,183.33,2387.84,9.3133,334,14.7,8.9592,0
3247,16,604.52,1495.91,1316.83,394.49,2318.97,45.61,371.61,2388.18,8.6182,370,28.31,17.0169,0
3248,17,605.2,1499.91,1310.29,394.18,2318.93,45.47,371.95,2388.19,8.6671,369,28.47,17.1064,0
3249,18,555.63,1367.49,1121.76,195.03,2222.83,41.94,183.2,2387.9,9.3352,334,14.85,8.8905,0
3250,19,643.22,1590.15,1406.77,553.46,2388.12,47.46,520.94,2388.08,8.4486,394,38.86,23.305,0
3251,20,555.3,1365.31,1129.24,193.75,2222.77,41.93,183.16,2387.88,9.3032,335,14.75,8.8894,0
3252,21,555.21,1364.22,1131.75,194.42,2222.8,41.97,183.62,2387.91,9.3424,335,14.75,8.9888,0
3253,22,537.08,1258.97,1052.54,174.95,1915.2,36.79,164.2,2028.04,10.9094,306,14.41,8.5892,0
3254,23,607.78,1483.11,1248.44,334.77,2323.95,44.38,314.68,2388.08,9.1873,364,24.34,14.6837,0
3255,24,549.62,1355.89,1128.09,138.16,2211.72,42.01,131.17,2387.76,9.3737,330,10.57,6.3297,0
3256,25,555.21,1369.42,1133.3,193.93,2222.84,41.97,182.88,2387.83,9.3179,336,14.52,8.7894,0
3257,26,642.93,1589.39,1413.96,553.68,2388.13,47.54,521.71,2388.09,8.4241,394,38.75,23.2551,0
3258,27,549.86,1356.95,1120.38,139.06,2211.61,42.22,130.57,2387.72,9.4036,331,10.63,6.1453,0
3259,28,605.11,1501.42,1311.77,394.09,2318.97,45.35,371.59,2388.13,8.6388,370,28.6,17.1586,0
3260,29,536.63,1253.06,1054.05,175.57,1915.21,36.74,164.18,2028.09,10.9002,307,14.44,8.5499,0
3261,30,642.53,1584.73,1406.44,553.37,2388.11,47.57,521.31,2388.08,8.4388,393,38.72,23.254,0
3262,31,550.1,1350.4,1128.45,138.7,2211.75,42.34,130.5,2387.84,9.3386,330,10.62,6.4566,0
3263,32,604.62,1493.66,1313.71,394.29,2318.97,45.36,371.51,2388.15,8.6605,372,28.59,17.0003,0
3264,33,642.8,1592.3,1402.39,553.43,2388.14,47.56,521.18,2388.1,8.4315,394,38.78,23.3337,0
3265,34,642.55,1588.16,1408.42,553.82,2388.12,47.59,521.36,2388.07,8.4657,392,38.89,23.18,0
3266,35,607.66,1486.16,1253.34,334.41,2323.98,44.52,314.86,2388.04,9.2312,366,24.5,14.7464,0
3267,36,549.3,1351.19,1126.14,138.31,2211.72,42.12,130.29,2387.76,9.3697,330,10.66,6.2385,0
3268,37,549.51,1352.68,1129.64,138.37,2211.74,42.19,130.07,2387.8,9.3584,330,10.72,6.2306,0
3269,38,642.06,1585.93,1406.06,552.28,2388.1,47.76,521.49,2388.14,8.4374,392,38.89,23.3091,0
3270,39,550.18,1353.6,1129.8,138.01,2211.74,42.12,130.83,2387.73,9.3858,330,10.53,6.2647,0
3271,40,642.69,1586.77,1415.05,552.64,2388.16,47.7,521.79,2388.14,8.4667,393,38.85,23.3135,0
3272,41,549.46,1355.82,1123.33,139.1,2211.72,42.13,130.11,2387.79,9.4204,331,10.52,6.4297,0
3273,42,607.74,1477.06,1258.52,334.13,2323.91,44.41,314.92,2388.16,9.234,365,24.3,14.6984,0
3274,43,604.72,1505.9,1314.17,394.34,2318.97,45.72,371.59,2388.22,8.651,368,28.66,17.0485,0
3275,44,549.96,1351.4,1127.77,137.57,2211.65,42.3,130.58,2387.74,9.433,330,10.53,6.3367,0
3276,45,642.06,1590.74,1406.5,553.66,2388.08,47.44,521.27,2388.1,8.4277,394,38.83,23.3122,0
3277,46,642.77,1585.4,1405.88,552.89,2388.13,47.46,521.43,2388.09,8.4612,393,38.76,23.3405,0
3278,47,549.47,1353.27,1132.72,138.19,2211.71,41.95,130.34,2387.76,9.3743,332,10.57,6.4076,0
3279,48,604.76,1502.63,1302.48,393.88,2318.94,45.54,371.68,2388.17,8.6448,367,28.35,17.0297,0
3280,49,549.85,1355.69,1131.76,138.22,2211.69,42.23,131.16,2387.82,9.3898,330,10.42,6.2135,0
3281,50,604.24,1502.62,1305.67,394.11,2318.96,45.48,371.13,2388.16,8.6217,370,28.61,17.0775,0
3282,51,549.12,1347.1,1125.23,138.61,2211.72,42.11,130.71,2387.82,9.3779,331,10.57,6.4305,0
3283,52,607.87,1490.09,1252.9,334.49,2324.0,44.57,314.82,2388.06,9.241,368,24.5,14.625,0
3284,53,555.62,1362.21,1137.19,194.78,2222.86,42.04,183.49,2387.86,9.3392,334,14.92,8.9465,0
3285,54,537.09,1258.83,1053.62,175.35,1915.15,36.63,164.47,2028.06,10.914,307,14.47,8.5211,0
3286,55,607.45,1486.84,1254.57,334.8,2323.96,44.47,314.18,2388.1,9.2563,365,24.37,14.648,0
3287,56,549.77,1353.17,1121.68,139.01,2211.64,42.24,130.44,2387.72,9.3797,331,10.5,6.4338,0
3288,57,642.69,1590.08,1402.69,553.75,2388.14,47.77,521.58,2388.11,8.416,391,38.72,23.2831,0
3289,58,605.09,1501.5,1310.24,394.76,2318.92,45.39,370.76,2388.21,8.651,369,28.55,17.0841,0
3290,59,537.19,1261.87,1045.74,175.27,1915.21,36.7,164.58,2028.07,10.9437,307,14.19,8.5854,0
3291,60,604.45,1511.36,1316.77,394.53,2318.97,45.36,371.19,2388.23,8.614,371,28.39,16.9661,0
3292,61,536.99,1265.5,1043.82,175.25,1915.2,36.81,164.92,2028.09,10.9428,307,14.08,8.5531,0
3293,62,607.77,1478.66,1252.44,334.95,2323.97,44.52,314.66,2388.11,9.239,366,24.53,14.5947,0
3294,63,643.37,1594.28,1413.02,553.97,2388.16,47.68,521.09,2388.13,8.444,393,38.8,23.3188,0
3295,64,556.64,1370.15,1131.17,193.91,2222.74,41.86,184.03,2387.97,9.3247,333,14.78,8.8342,0
3296,65,603.84,1513.21,1312.45,393.99,2319.0,45.43,371.55,2388.18,8.6752,370,28.63,17.1822,0
3297,66,604.87,1500.59,1314.55,393.8,2318.99,45.45,371.66,2388.18,8.6767,369,28.45,17.0468,0
3298,67,537.02,1259.73,1051.86,175.42,1915.23,36.87,164.75,2028.08,10.9199,308,14.29,8.512,0
3299,68,556.25,1361.85,1131.1,194.38,2222.81,42.17,183.38,2387.88,9.3584,334,14.88,8.8296,0
3300,69,555.31,1364.96,1132.71,194.5,2222.81,42.02,182.83,2387.9,9.3417,334,14.86,8.9596,0
3301,70,605.01,1503.59,1314.22,394.61,2319.01,45.55,371.19,2388.2,8.6731,371,28.6,17.0387,0
3302,71,642.75,1591.87,1404.12,553.02,2388.17,47.52,521.38,2388.08,8.4248,394,38.83,23.2876,0
3303,72,604.47,1504.4,1314.24,394.86,2318.91,45.45,371.36,2388.21,8.6564,370,28.57,17.2062,0
3304,73,550.31,1361.3,1122.99,137.7,2211.66,42.23,130.65,2387.75,9.3834,330,10.5,6.3202,0
3305,74,642.53,1587.7,1406.7,553.41,2388.15,47.55,521.28,2388.1,8.4524,393,38.91,23.1884,0
3306,75,556.39,1363.24,1128.68,194.93,2222.84,41.92,183.2,2387.84,9.3407,334,14.8,8.8835,0
3307,76,604.31,1499.63,1305.82,394.13,2318.97,45.4,371.58,2388.19,8.6456,371,28.61,17.0073,0
3308,77,607.33,1490.32,1256.24,334.42,2324.0,44.53,314.62,2388.1,9.2686,365,24.51,14.6917,0
3309,78,550.14,1351.19,1128.91,139.09,2211.76,42.1,130.2,2387.81,9.3879,332,10.61,6.2614,0
3310,79,605.01,1504.91,1312.66,393.57,2319.04,45.61,371.13,2388.14,8.6628,370,28.46,17.196,0
3311,80,607.97,1492.42,1259.72,334.12,2323.99,44.68,314.4,2388.03,9.2194,368,24.57,14.5974,0
3312,81,536.91,1258.78,1048.79,175.16,1915.22,36.69,164.24,2028.12,10.8829,307,14.3,8.5217,0
