,Cycle,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure7,SensorMeasure8,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure15,SensorMeasure17,SensorMeasure20,SensorMeasure21,labels
1439,229,642.45,1592.39,1411.78,553.34,2388.12,47.78,520.84,2388.12,8.4579,395,38.63,23.252,1
1440,230,642.15,1598.59,1406.24,553.4,2388.09,47.51,521.95,2388.09,8.4343,393,38.86,23.2743,1
1441,231,642.07,1597.4,1406.87,552.64,2388.12,47.55,521.02,2388.11,8.4654,392,38.78,23.3891,1
1442,232,642.97,1595.39,1412.79,553.65,2388.13,47.56,520.95,2388.13,8.4802,394,38.73,23.3094,1
1443,233,642.29,1595.82,1416.82,552.67,2388.13,47.57,521.49,2388.11,8.462,394,38.78,23.2293,1
1444,234,642.51,1590.81,1415.03,553.25,2388.11,47.39,521.48,2388.11,8.4427,394,38.76,23.2647,1
1445,235,642.29,1589.62,1411.4,552.95,2388.11,47.54,520.55,2388.16,8.4616,392,38.84,23.285,2
1446,236,642.81,1586.21,1412.69,553.38,2388.12,47.7,521.23,2388.07,8.4429,393,38.75,23.3509,2
1447,237,642.73,1598.24,1404.8,553.27,2388.14,47.61,520.94,2388.13,8.4468,395,38.75,23.3019,2
1448,238,643.02,1589.19,1412.59,552.93,2388.14,47.64,521.13,2388.05,8.4333,395,38.79,23.2167,2
1449,1,642.48,1586.2,1401.98,553.93,2388.07,47.19,522.3,2388.06,8.4179,392,38.98,23.3877,0
1450,2,642.71,1583.9,1406.05,554.2,2388.01,47.25,522.07,2388.09,8.4431,392,39.07,23.3677,0
1451,3,642.69,1589.62,1403.69,554.65,2387.98,47.4,522.21,2388.05,8.3956,392,39.06,23.4394,0
1452,4,641.73,1585.51,1399.82,554.21,2387.98,47.13,522.39,2388.08,8.3812,390,38.99,23.4271,0
1453,5,641.67,1585.85,1409.07,554.85,2388.08,47.28,522.42,2388.05,8.3924,392,39.01,23.4244,0
1454,6,642.46,1590.92,1397.08,554.62,2388.09,47.32,521.92,2388.04,8.3814,391,39.0,23.3931,0
1455,7,642.39,1584.61,1405.3,553.72,2388.06,47.19,521.74,2388.02,8.4058,391,39.11,23.4032,0
1456,8,642.28,1583.06,1407.05,554.57,2388.03,47.27,521.88,2388.02,8.3835,392,39.05,23.3072,0
1457,9,642.05,1587.02,1394.62,554.42,2388.04,47.42,521.65,2388.03,8.3892,392,39.03,23.4013,0
1458,10,642.17,1579.77,1392.3,553.95,2388.07,47.3,522.31,2388.03,8.3968,391,39.12,23.3732,0
1459,11,642.38,1590.88,1393.29,553.84,2388.03,47.33,521.97,2388.03,8.4344,392,39.02,23.3832,0
1460,12,642.52,1582.67,1399.7,553.94,2388.03,47.17,522.18,2388.09,8.4014,393,39.08,23.3707,0
1461,13,642.33,1584.13,1399.6,553.75,2388.05,47.33,522.5,2388.0,8.4437,391,39.03,23.3305,0
1462,14,642.01,1585.45,1397.32,553.52,2388.06,47.21,522.41,2388.07,8.3856,390,39.15,23.3776,0
1463,15,642.04,1590.3,1402.56,554.13,2387.95,47.3,521.96,2388.01,8.412,392,39.24,23.4797,0
1464,16,642.33,1587.23,1397.88,554.24,2388.04,46.99,522.69,2388.02,8.4068,392,38.71,23.3619,0
1465,17,642.52,1584.9,1394.42,554.74,2388.05,47.22,521.98,2387.99,8.4293,392,38.82,23.413,0
1466,18,642.59,1583.63,1402.55,553.41,2388.07,47.19,522.51,2388.08,8.4158,391,38.86,23.4317,0
1467,19,642.28,1586.19,1401.52,554.07,2388.05,47.28,522.04,2388.01,8.3984,391,39.1,23.4719,0
1468,20,642.41,1582.83,1402.09,554.32,2388.02,47.21,522.13,2388.08,8.404,392,38.99,23.279,0
1469,21,642.04,1588.39,1396.88,554.98,2388.02,47.14,522.11,2388.06,8.3958,390,39.01,23.5193,0
1470,22,642.59,1578.88,1397.14,554.29,2388.04,47.36,522.43,2388.02,8.3927,389,39.03,23.5123,0
1471,23,642.01,1577.49,1406.28,554.44,2388.08,47.23,522.54,2388.02,8.3827,391,38.87,23.4124,0
1472,24,642.42,1585.71,1404.54,553.92,2388.03,47.39,522.01,2388.01,8.4325,393,39.08,23.3756,0
1473,25,641.27,1590.35,1396.94,554.89,2388.02,47.26,522.04,2388.01,8.3893,391,39.04,23.5357,0
1474,26,642.72,1586.38,1403.01,554.03,2388.06,47.26,521.89,2388.07,8.3738,393,39.13,23.4677,0
1475,27,642.27,1583.23,1400.26,554.1,2388.06,47.57,522.41,2388.05,8.4193,392,39.01,23.3276,0
1476,28,641.97,1580.71,1394.13,554.57,2388.05,47.33,522.08,2387.97,8.4075,390,39.07,23.3941,0
1477,29,642.15,1586.11,1394.51,554.21,2387.99,47.32,522.66,2388.08,8.4216,391,38.93,23.4165,0
1478,30,642.17,1578.48,1399.44,554.6,2387.99,47.12,521.93,2387.99,8.4255,392,39.12,23.3997,0
1479,31,642.3,1591.61,1400.23,554.48,2388.05,47.2,522.73,2387.99,8.3805,391,39.02,23.3747,0
1480,32,642.09,1592.87,1395.16,554.5,2388.02,47.41,522.31,2388.03,8.3885,390,38.91,23.3264,0
1481,33,642.42,1579.48,1393.22,554.14,2388.05,47.1,522.53,2388.02,8.4053,393,39.02,23.3887,0
1482,34,642.84,1580.82,1396.65,554.27,2388.07,47.31,522.25,2387.97,8.4065,391,38.87,23.3823,0
1483,35,642.17,1577.87,1397.41,554.47,2388.03,47.34,521.68,2388.02,8.4019,392,39.1,23.3581,0
1484,36,642.12,1591.72,1402.91,554.84,2388.0,47.18,522.09,2388.01,8.3976,393,39.07,23.4501,0
1485,37,642.44,1586.7,1406.63,554.48,2388.03,47.11,521.48,2388.05,8.4026,392,39.01,23.4132,0
1486,38,642.23,1586.13,1399.86,553.31,2388.05,47.21,522.25,2388.04,8.3721,393,39.0,23.3483,0
1487,39,641.95,1586.61,1397.1,553.83,2388.08,47.33,522.06,2388.05,8.4077,392,39.08,23.4174,0
1488,40,641.8,1588.22,1398.0,554.05,2388.05,47.15,521.89,2388.06,8.3934,393,38.91,23.3387,0
1489,41,642.4,1590.66,1393.67,554.15,2388.09,47.19,521.9,2388.02,8.3996,393,38.91,23.5449,0
1490,42,642.07,1594.94,1398.73,554.32,2388.02,47.29,522.33,2388.06,8.4174,392,39.07,23.3327,0
1491,43,642.4,1583.83,1403.22,553.94,2387.97,47.2,522.31,2388.01,8.3919,393,39.03,23.4319,0
1492,44,642.5,1582.53,1398.8,554.68,2388.04,47.2,522.28,2388.01,8.4175,392,38.96,23.4841,0
1493,45,642.65,1587.72,1398.0,554.0,2388.04,47.06,521.84,2388.04,8.432,393,38.85,23.3641,0
1494,46,641.72,1579.92,1394.48,554.23,2388.05,47.16,522.44,2388.02,8.4106,391,39.11,23.2396,0
1495,47,642.12,1574.37,1403.65,553.71,2388.08,47.21,521.71,2388.07,8.4199,391,39.1,23.3428,0
1496,48,642.58,1580.63,1394.59,554.0,2388.03,47.16,521.91,2388.1,8.4286,393,38.89,23.3921,0
1497,49,642.09,1584.71,1399.48,553.99,2388.05,47.25,522.36,2388.0,8.3857,391,38.9,23.4461,0
1498,50,642.45,1584.3,1399.95,553.92,2388.08,47.34,521.84,2388.08,8.4183,391,38.79,23.3487,0
1499,51,642.38,1588.21,1401.72,554.61,2388.06,47.25,522.7,2388.03,8.4153,392,39.04,23.3703,0
1500,52,642.05,1583.83,1402.9,554.72,2388.05,47.31,522.65,2388.04,8.3958,391,39.04,23.443,0
1501,53,641.98,1586.04,1400.29,554.78,2388.05,47.21,521.88,2388.09,8.4254,391,39.09,23.4618,0
1502,54,641.92,1591.73,1412.36,554.25,2388.01,47.52,521.95,2388.04,8.3798,393,38.98,23.4116,0
1503,55,642.55,1591.72,1395.67,554.3,2388.0,47.18,521.85,2388.04,8.3669,393,39.05,23.3337,0
1504,56,642.3,1584.3,1401.29,554.07,2387.99,47.31,522.02,2388.06,8.3727,393,38.87,23.3995,0
1505,57,641.81,1592.45,1401.85,554.15,2388.09,47.15,521.75,2388.1,8.4061,392,38.96,23.3629,0
1506,58,642.47,1580.71,1400.21,553.48,2388.06,47.28,522.31,2388.02,8.3995,393,39.11,23.3987,0
1507,59,641.77,1586.08,1397.04,553.4,2388.01,47.29,522.21,2388.05,8.4368,391,38.89,23.4222,0
1508,60,642.24,1583.3,1400.08,554.7,2388.05,47.13,521.95,2388.04,8.4114,394,38.99,23.3001,0
1509,61,642.66,1587.42,1399.8,554.14,2388.09,47.25,521.99,2388.07,8.3744,391,38.97,23.4012,0
1510,62,642.02,1585.44,1406.25,554.39,2388.02,47.3,522.08,2388.09,8.4171,391,38.95,23.3289,0
1511,63,642.33,1581.85,1401.11,554.24,2388.03,47.31,522.62,2388.03,8.4089,393,38.85,23.3489,0
1512,64,642.69,1586.06,1408.84,553.62,2388.08,47.13,521.73,2388.06,8.3796,393,39.05,23.3868,0
1513,65,642.7,1581.24,1395.21,553.65,2388.01,47.36,522.02,2388.06,8.4278,392,39.12,23.4028,0
1514,66,642.22,1584.67,1401.38,554.86,2388.03,47.3,521.88,2388.04,8.3992,393,38.91,23.3858,0
1515,67,642.03,1587.07,1400.09,554.32,2388.09,47.14,522.12,2388.09,8.416,391,39.11,23.3876,0
1516,68,642.19,1590.21,1399.9,555.0,2388.06,47.22,522.39,2388.06,8.4122,391,39.15,23.4246,0
1517,69,642.62,1589.29,1399.92,554.4,2388.05,47.27,522.14,2387.99,8.456,392,38.9,23.4167,0
1518,70,642.55,1576.27,1402.44,554.25,2388.02,47.42,522.05,2388.03,8.4149,391,38.97,23.3777,0
1519,71,642.1,1586.97,1395.82,554.5,2388.05,47.31,521.9,2388.02,8.3768,392,38.91,23.4245,0
1520,72,642.25,1577.64,1393.26,553.62,2388.06,47.22,522.12,2388.07,8.4213,392,38.93,23.3693,0
1521,73,641.89,1580.39,1400.0,553.95,2388.06,47.32,522.12,2388.0,8.3951,391,39.13,23.3531,0
1522,74,642.15,1583.39,1392.3,554.19,2388.02,47.13,522.01,2388.04,8.3976,392,38.91,23.3905,0
1523,75,642.06,1583.07,1403.77,554.51,2388.05,47.18,522.25,2388.06,8.3891,392,38.94,23.4249,0
1524,76,642.03,1583.53,1405.47,553.74,2388.0,47.28,522.49,2388.08,8.3993,393,39.03,23.3474,0
1525,77,642.04,1581.97,1402.75,553.59,2388.04,47.15,521.95,2388.05,8.418,392,39.0,23.4073,0
1526,78,642.15,1582.96,1399.75,553.98,2388.09,47.29,522.51,2388.01,8.428,394,38.9,23.4034,0
1527,79,642.21,1576.64,1395.3,554.5,2388.06,47.38,521.67,2388.02,8.4177,390,38.79,23.4848,0
1528,80,642.23,1590.38,1401.82,553.52,2388.01,47.39,521.91,2387.98,8.3891,391,39.05,23.3232,0
1529,81,642.64,1589.69,1396.51,554.22,2388.07,47.23,522.0,2388.04,8.3858,392,38.93,23.3137,0
1530,82,642.06,1587.57,1403.99,554.86,2388.02,47.19,522.27,2388.04,8.4041,392,38.88,23.3942,0
1531,83,642.93,1588.72,1402.63,554.72,2388.06,47.02,522.11,2388.02,8.4257,393,38.87,23.323,0
1532,84,642.16,1589.3,1406.19,553.84,2388.07,47.23,521.86,2388.12,8.408,393,38.97,23.429,0
1533,85,642.31,1590.8,1400.9,553.7,2388.04,47.46,522.26,2388.0,8.4327,393,39.0,23.4468,0
1534,86,642.49,1582.06,1396.06,553.78,2388.06,47.46,522.08,2388.06,8.4069,393,38.98,23.3257,0
1535,87,642.34,1591.3,1399.47,553.51,2388.01,47.25,521.62,2388.06,8.4288,394,38.96,23.4693,0
1536,88,642.02,1586.71,1401.82,554.11,2388.03,47.41,522.05,2388.06,8.4348,392,38.93,23.3365,0
1537,89,641.82,1583.25,1397.48,553.42,2388.07,47.4,522.38,2388.1,8.3818,393,39.07,23.4737,0
1538,90,642.03,1588.77,1407.71,554.15,2388.06,47.44,522.25,2388.04,8.4538,393,39.06,23.3011,0
1539,91,642.21,1586.7,1404.81,553.21,2388.05,47.23,521.7,2388.02,8.4363,392,38.87,23.3251,0
1540,92,642.41,1586.39,1403.86,553.9,2388.03,47.13,522.2,2388.09,8.4359,393,38.89,23.3177,0
1541,93,642.03,1585.78,1399.74,554.08,2388.01,47.18,522.07,2388.02,8.4055,393,38.95,23.4114,0
1542,94,641.72,1584.57,1400.15,553.84,2388.04,47.19,522.18,2388.04,8.4257,391,38.86,23.3991,0
1543,95,642.77,1590.84,1406.52,553.82,2388.04,47.27,521.97,2387.99,8.3551,392,39.05,23.4445,0
1544,96,642.5,1592.02,1408.89,554.6,2388.09,47.47,521.65,2388.03,8.4084,392,39.02,23.3153,0
1545,97,642.2,1595.61,1400.76,553.93,2388.09,47.25,521.73,2388.08,8.359,394,38.87,23.344,0
1546,98,642.68,1587.5,1398.2,553.86,2388.08,47.25,522.24,2388.07,8.431,392,38.97,23.3519,0
1547,99,642.55,1587.82,1403.51,553.28,2388.04,47.3,522.12,2388.05,8.3828,393,39.05,23.4089,0
1548,100,642.49,1584.13,1401.15,553.85,2388.03,47.42,522.17,2388.11,8.4144,393,38.91,23.4062,0
1549,101,642.33,1584.84,1400.57,555.16,2388.01,47.29,521.84,2388.02,8.3924,391,38.99,23.3044,0
1550,102,642.36,1586.14,1402.01,554.16,2388.05,47.36,522.13,2388.08,8.4193,393,38.91,23.3426,0
1551,103,641.74,1583.81,1398.34,554.37,2388.03,47.4,522.25,2387.98,8.4348,393,38.98,23.1987,0
1552,104,642.52,1584.65,1404.03,553.78,2388.05,47.33,521.4,2388.08,8.3921,391,38.77,23.2741,0
1553,105,641.65,1588.27,1402.17,553.24,2388.08,47.39,521.96,2388.03,8.3896,391,38.88,23.2852,0
1554,106,642.17,1588.01,1409.34,554.09,2388.04,47.24,522.42,2388.05,8.4268,391,38.94,23.4138,0
1555,107,642.11,1583.63,1397.58,554.42,2388.02,47.22,522.08,2388.01,8.4306,391,39.16,23.4166,0
1556,108,642.16,1587.42,1400.64,553.1,2388.07,47.34,522.01,2388.07,8.4368,392,38.95,23.3039,0
1557,109,642.41,1585.47,1403.11,554.65,2388.05,47.39,521.7,2388.02,8.4145,393,38.88,23.3722,0
1558,110,642.36,1586.41,1405.37,553.83,2388.07,47.3,522.0,2388.07,8.4308,390,38.98,23.3079,0
1559,111,642.99,1596.18,1399.53,554.33,2388.09,47.42,522.06,2388.0,8.4544,393,38.92,23.3185,0
1560,112,642.84,1590.86,1403.41,554.12,2388.07,47.28,521.67,2388.1,8.3971,391,38.95,23.3723,0
1561,113,642.58,1581.04,1402.0,553.61,2388.06,47.35,522.34,2388.05,8.4462,392,38.92,23.3529,0
1562,114,642.17,1589.19,1399.9,553.94,2388.09,47.43,522.22,2388.07,8.4236,393,38.96,23.3546,0
1563,115,642.41,1587.15,1402.11,553.17,2388.06,47.27,521.91,2388.04,8.4002,392,38.78,23.2799,0
1564,116,642.84,1581.62,1392.59,553.51,2388.08,47.46,521.59,2388.04,8.4534,392,38.76,23.3146,0
1565,117,642.33,1586.21,1401.06,553.0,2388.07,47.37,522.22,2388.06,8.4186,393,38.97,23.3667,0
1566,118,642.14,1593.43,1401.63,553.84,2388.02,47.38,521.68,2388.06,8.4794,393,39.03,23.4364,0
1567,119,642.33,1585.08,1404.82,553.41,2388.06,47.37,521.69,2388.03,8.4376,391,38.84,23.2964,1
1568,120,642.74,1582.76,1407.9,553.7,2388.02,47.28,521.71,2388.06,8.3855,392,38.81,23.3008,1
1569,121,642.38,1594.23,1404.8,554.58,2388.04,47.38,522.18,2388.11,8.4134,391,38.87,23.2585,1
1570,122,642.07,1590.16,1406.08,553.23,2388.07,47.28,521.93,2388.06,8.4097,391,38.83,23.3144,1
1571,123,642.82,1585.15,1408.04,553.83,2388.04,47.19,521.8,2388.05,8.4142,393,38.89,23.2685,1
1572,124,642.91,1589.44,1403.01,554.15,2387.99,47.52,522.39,2388.06,8.4223,392,38.97,23.2498,1
1573,125,643.17,1588.07,1396.13,554.38,2388.01,47.28,521.87,2388.05,8.4177,393,39.01,23.3111,1
1574,126,642.59,1588.3,1405.49,553.5,2388.04,47.49,521.24,2388.04,8.4072,394,39.0,23.3562,1
1575,127,642.83,1588.41,1409.82,553.91,2388.06,47.31,521.2,2388.07,8.4043,395,38.88,23.4161,1
1576,128,642.49,1587.91,1406.35,554.53,2388.06,47.48,522.19,2388.05,8.433,393,38.93,23.2734,1
1577,129,643.0,1586.76,1400.28,553.28,2388.01,47.53,521.43,2388.08,8.4445,394,39.03,23.2378,1
1578,130,642.86,1592.02,1400.85,554.08,2388.04,47.36,521.41,2388.06,8.4493,392,38.83,23.3102,1
1579,131,643.33,1587.62,1403.57,553.89,2388.04,47.39,521.57,2388.03,8.4542,393,38.96,23.4555,1
1580,1,642.75,1594.26,1411.72,554.28,2388.09,47.58,521.59,2388.12,8.4345,393,38.76,23.435,0
1581,2,642.05,1590.17,1411.1,552.68,2388.09,47.74,521.42,2388.12,8.3886,393,38.94,23.3348,0
1582,3,642.76,1582.26,1406.28,552.73,2388.07,47.44,520.84,2388.14,8.45,393,38.79,23.3256,0
1583,4,642.62,1585.0,1411.98,553.36,2388.1,47.5,521.8,2388.07,8.4364,395,38.96,23.1685,0
1584,5,642.39,1596.31,1405.27,553.29,2388.03,47.27,521.52,2388.07,8.4578,394,39.07,23.2934,0
1585,6,642.86,1580.31,1408.15,552.83,2388.09,47.35,521.69,2388.1,8.4184,392,38.86,23.2914,0
1586,7,642.33,1584.85,1407.04,552.69,2388.07,47.44,521.37,2388.12,8.4587,393,38.82,23.3435,0
1587,8,642.68,1590.5,1405.15,553.2,2388.07,47.49,521.58,2388.1,8.4151,394,38.82,23.2943,0
1588,9,642.61,1588.55,1408.83,553.3,2388.11,47.53,521.69,2388.09,8.4105,392,38.93,23.215,0
1589,10,642.52,1588.07,1414.15,553.86,2388.07,47.61,521.29,2388.1,8.4455,392,38.94,23.3257,0
1590,11,642.27,1588.12,1403.76,552.87,2388.06,47.6,521.78,2388.12,8.4514,393,38.86,23.283,0
1591,12,642.87,1592.99,1409.84,553.23,2388.08,47.57,521.88,2388.09,8.4518,393,38.87,23.267,0
1592,13,642.71,1593.17,1416.05,553.89,2388.14,47.56,521.64,2388.09,8.4245,394,38.91,23.2834,0
1593,14,642.63,1588.86,1405.33,553.36,2388.13,47.56,521.53,2388.13,8.4666,394,38.92,23.3237,0
1594,15,642.54,1587.68,1411.92,553.54,2388.05,47.58,522.2,2388.09,8.4361,392,39.12,23.2244,0
1595,16,642.48,1590.75,1406.86,553.34,2388.1,47.44,522.02,2388.1,8.4477,393,38.85,23.3059,0
1596,17,642.67,1588.95,1407.99,553.86,2388.06,47.61,521.07,2388.09,8.4234,393,38.73,23.3028,0
1597,18,642.92,1586.32,1409.79,553.82,2388.1,47.62,521.36,2388.09,8.4266,393,38.8,23.2901,0
1598,19,642.59,1584.79,1410.51,553.2,2388.11,47.63,521.78,2388.09,8.435,393,38.91,23.2431,0
1599,20,642.88,1590.62,1411.88,553.49,2388.08,47.33,521.58,2388.1,8.4473,393,38.97,23.2845,0
1600,21,642.84,1584.21,1402.7,553.33,2388.09,47.57,521.28,2388.12,8.3995,394,38.8,23.3549,0
1601,22,642.94,1594.23,1404.15,553.26,2388.08,47.51,521.4,2388.06,8.438,395,38.86,23.3265,0
1602,23,642.78,1588.07,1405.91,553.14,2388.08,47.41,521.71,2388.05,8.4387,391,38.9,23.2765,0
1603,24,642.61,1589.85,1409.88,553.63,2388.12,47.54,521.76,2388.09,8.4548,393,38.8,23.2839,0
1604,25,642.8,1594.54,1406.6,554.08,2388.04,47.45,521.83,2388.06,8.3915,392,38.77,23.2866,0
1605,26,642.68,1594.45,1403.08,553.49,2388.11,47.61,522.13,2388.03,8.4724,393,38.98,23.294,0
1606,27,642.53,1583.53,1410.66,554.27,2388.07,47.61,521.36,2388.11,8.4153,393,38.8,23.3073,0
1607,28,642.98,1587.81,1415.93,553.28,2388.13,47.47,521.91,2388.14,8.4354,393,39.02,23.253,0
1608,29,642.7,1586.89,1404.07,552.58,2388.1,47.53,521.74,2388.1,8.4539,394,38.78,23.4048,0
1609,30,642.57,1586.44,1404.93,553.38,2388.09,47.43,521.42,2388.17,8.4371,393,38.7,23.3198,0
1610,31,642.27,1585.31,1406.27,553.51,2388.03,47.57,521.16,2388.06,8.4228,393,38.9,23.2662,0
1611,32,642.57,1585.07,1400.92,552.97,2388.06,47.54,521.68,2388.12,8.4236,391,38.92,23.2505,0
1612,33,642.64,1585.6,1409.82,552.99,2388.12,47.55,521.02,2388.08,8.4913,393,38.77,23.3054,0
1613,34,642.54,1597.8,1407.66,554.12,2388.08,47.23,521.5,2388.15,8.4568,392,38.76,23.3796,0
1614,35,642.99,1588.7,1413.97,553.49,2388.08,47.48,521.36,2388.12,8.4489,392,38.69,23.3768,0
1615,36,642.79,1591.72,1410.28,553.55,2388.07,47.55,521.62,2388.07,8.409,393,38.69,23.2922,0
1616,37,642.53,1586.78,1402.0,554.0,2388.08,47.51,521.72,2388.07,8.4189,393,38.9,23.2978,0
1617,38,642.68,1583.08,1403.11,554.18,2388.03,47.69,521.46,2388.12,8.4601,393,38.85,23.2694,0
1618,39,642.39,1585.93,1410.07,553.46,2388.07,47.69,521.87,2388.07,8.433,392,38.91,23.3033,0
1619,40,642.43,1586.78,1411.77,553.32,2388.11,47.66,521.63,2388.12,8.4133,393,38.93,23.3028,0
1620,41,642.19,1585.53,1399.51,554.08,2388.07,47.69,521.01,2388.1,8.4062,394,38.84,23.2518,0
1621,42,642.85,1594.2,1408.48,553.23,2388.09,47.69,521.1,2388.1,8.474,392,38.85,23.3246,0
1622,43,642.26,1598.15,1409.13,553.37,2388.11,47.54,521.33,2388.08,8.4406,393,38.85,23.2103,0
1623,44,642.66,1589.44,1412.72,553.26,2388.12,47.66,521.71,2388.15,8.4538,392,38.74,23.186,0
1624,45,642.75,1592.62,1402.28,553.6,2388.12,47.41,521.39,2388.1,8.449,395,38.8,23.2646,0
1625,46,642.48,1593.66,1411.48,553.11,2388.1,47.34,521.72,2388.1,8.4325,393,38.78,23.3005,0
1626,47,642.95,1594.26,1402.28,553.29,2388.12,47.53,521.62,2388.04,8.4325,392,38.72,23.4235,0
1627,48,642.3,1594.83,1405.31,553.53,2388.09,47.48,521.85,2388.13,8.438,394,39.01,23.3783,0
1628,49,642.8,1590.95,1402.71,553.52,2388.08,47.39,521.76,2388.1,8.4487,391,38.97,23.3439,0
1629,50,642.1,1586.18,1412.55,553.6,2388.09,47.47,521.17,2388.06,8.4323,392,38.85,23.3595,0
1630,51,642.5,1594.04,1414.13,553.7,2388.06,47.62,521.71,2388.1,8.4435,392,38.78,23.3896,0
1631,52,642.88,1592.46,1402.7,553.7,2388.09,47.38,521.25,2388.07,8.44,394,38.87,23.2725,0
1632,53,642.78,1595.3,1408.2,553.81,2388.06,47.62,521.73,2388.06,8.4652,393,38.82,23.3929,0
1633,54,642.5,1596.7,1401.59,552.99,2388.05,47.62,521.9,2388.14,8.4414,392,38.85,23.3543,0
1634,55,642.8,1592.06,1406.36,553.37,2388.08,47.51,521.58,2388.15,8.4796,393,38.68,23.338,0
1635,56,642.73,1591.25,1406.59,553.29,2388.13,47.72,521.52,2388.09,8.4381,394,38.73,23.3283,0
1636,57,642.65,1584.69,1409.95,553.47,2388.03,47.71,521.57,2388.06,8.447,392,38.88,23.2984,0
1637,58,642.84,1592.21,1409.53,553.41,2388.05,47.54,521.2,2388.13,8.4583,395,38.74,23.2471,0
1638,59,642.84,1590.5,1414.25,553.08,2388.12,47.54,521.25,2388.1,8.4372,392,38.74,23.2869,0
1639,60,642.35,1587.75,1409.62,553.24,2388.09,47.37,521.69,2388.16,8.4567,393,38.73,23.2503,0
1640,61,643.14,1593.56,1406.19,554.07,2388.1,47.62,521.95,2388.13,8.4254,393,38.88,23.3365,0
1641,62,642.88,1592.5,1409.71,553.03,2388.1,47.48,520.97,2388.12,8.4369,394,38.79,23.2927,0
1642,63,643.11,1589.69,1408.59,553.61,2388.04,47.63,521.54,2388.05,8.4921,394,38.7,23.268,0
1643,64,642.5,1589.4,1413.36,553.44,2388.14,47.35,521.49,2388.08,8.4046,395,38.79,23.3044,0
1644,65,642.96,1587.5,1405.29,553.69,2388.07,47.65,521.01,2388.15,8.4064,394,38.82,23.3028,0
1645,66,642.63,1589.16,1408.96,553.25,2388.13,47.53,521.12,2388.05,8.4568,393,38.88,23.1845,0
1646,67,642.96,1592.09,1415.27,553.33,2388.09,47.46,521.33,2388.06,8.447,393,38.84,23.3719,0
1647,68,642.66,1592.95,1403.75,553.89,2388.06,47.5,521.72,2388.04,8.4317,394,38.75,23.3093,0
1648,69,642.83,1590.67,1406.63,553.53,2388.12,47.67,521.82,2388.06,8.4466,394,38.89,23.1905,0
1649,70,642.45,1588.17,1405.23,553.12,2388.07,47.54,521.05,2388.08,8.4313,393,38.7,23.2827,0
1650,71,642.62,1592.6,1409.96,553.22,2388.11,47.57,521.35,2388.1,8.3941,394,38.9,23.3505,0
1651,72,642.5,1593.13,1409.04,553.0,2388.13,47.42,521.5,2388.08,8.4657,393,38.95,23.3002,0
1652,73,642.68,1587.02,1407.71,553.01,2388.12,47.44,521.87,2388.1,8.4054,393,38.86,23.3071,0
1653,74,642.67,1597.07,1412.71,552.77,2388.11,47.52,521.85,2388.12,8.4282,393,38.83,23.3624,0
1654,75,642.84,1597.74,1404.78,553.57,2388.06,47.34,521.66,2388.1,8.4833,395,39.01,23.3298,0
1655,76,643.05,1587.98,1411.66,553.44,2388.12,47.55,521.65,2388.08,8.4285,393,38.86,23.2212,0
1656,77,642.53,1585.27,1403.8,553.54,2388.05,47.69,521.5,2388.05,8.4721,392,38.65,23.2229,0
1657,78,642.46,1593.31,1413.46,553.44,2388.12,47.5,521.43,2388.09,8.4495,393,38.81,23.2611,0
1658,79,642.26,1592.33,1417.88,553.39,2388.11,47.6,521.11,2388.06,8.4373,392,38.77,23.1992,0
1659,80,642.56,1585.6,1408.42,553.78,2388.09,47.57,521.4,2388.13,8.4715,393,38.88,23.2536,0
1660,81,642.16,1594.38,1410.1,553.79,2388.1,47.65,521.07,2388.14,8.4269,395,38.84,23.2681,0
1661,82,642.91,1591.76,1411.22,552.56,2388.1,47.51,521.49,2388.12,8.4485,393,38.73,23.3761,0
1662,83,643.01,1589.48,1406.91,552.82,2388.07,47.62,521.38,2388.09,8.4348,394,38.82,23.3241,0
1663,84,642.68,1597.08,1405.28,553.1,2388.08,47.46,521.25,2388.09,8.4596,393,38.82,23.278,0
1664,85,642.66,1597.48,1414.19,553.11,2388.11,47.49,521.25,2388.06,8.4619,393,38.65,23.2514,0
1665,86,642.51,1594.48,1404.54,553.39,2388.09,47.5,521.25,2388.05,8.5179,394,38.67,23.2262,0
1666,87,643.2,1591.09,1400.34,553.26,2388.12,47.4,521.31,2388.09,8.4525,394,38.75,23.361,0
1667,88,642.87,1586.59,1412.59,553.44,2388.08,47.41,521.33,2388.12,8.4398,393,38.77,23.3386,0
1668,89,642.93,1594.64,1408.69,553.19,2388.09,47.62,521.63,2388.12,8.4374,394,38.86,23.2797,0
1669,90,642.81,1591.21,1407.88,553.45,2388.06,47.78,521.93,2388.09,8.4614,395,38.82,23.2419,0
1670,91,642.77,1588.32,1410.89,553.35,2388.08,47.68,521.49,2388.08,8.4875,394,38.74,23.2291,0
1671,92,642.68,1590.13,1421.22,552.94,2388.09,47.68,520.75,2388.13,8.4669,394,38.75,23.3441,0
1672,93,642.87,1591.11,1414.47,553.57,2388.11,47.62,520.87,2388.1,8.4496,395,38.92,23.279,0
1673,94,642.68,1589.24,1409.07,552.93,2388.09,47.57,521.24,2388.09,8.4424,393,38.78,23.1957,0
1674,95,642.48,1592.38,1407.73,553.79,2388.09,47.41,521.16,2388.13,8.4079,394,38.9,23.3819,0
